ID,adj.P.Val,logFC,GI,Gene.symbol,Gene.title
ILMN_2218208,9.39e-01,-0.00630822,634743257,SPARCL1,SPARC like 1
ILMN_1816822,9.39e-01,-0.00769414,34529748,LOC102723834,uncharacterized LOC102723834
ILMN_3191746,9.39e-01,-0.00544928,195539323,BCAR4,breast cancer anti-estrogen resistance 4 (non-protein coding)
ILMN_1744574,9.39e-01,-0.00604222,115583658,TRUB1,TruB pseudouridine synthase family member 1
ILMN_1695631,9.39e-01,0.0061648,523704343,CHP2,calcineurin like EF-hand protein 2
ILMN_1738589,9.39e-01,0.0063229,375268699,MGLL,monoglyceride lipase
ILMN_1756455,9.39e-01,0.01028151,340745313,IL5RA,interleukin 5 receptor subunit alpha
ILMN_1683162,9.39e-01,-0.00578876,NA,,
ILMN_1673355,9.39e-01,-0.00677065,94681044,SMR3B,submaxillary gland androgen regulated protein 3B
ILMN_1791186,9.39e-01,0.00545049,39932588,ARHGAP18,Rho GTPase activating protein 18
ILMN_1803720,9.39e-01,-0.00656406,421919752,SLC16A5,solute carrier family 16 member 5
ILMN_1702199,9.39e-01,0.00680093,356582302,FAM19A1,family with sequence similarity 19 member A1, C-C motif chemokine like
ILMN_3296181,9.39e-01,0.0101645,NA,,
ILMN_1811387,9.39e-01,0.00539089,281485607,TFF3,trefoil factor 3
ILMN_1678292,9.39e-01,0.00528049,196259797,PEX16,peroxisomal biogenesis factor 16
ILMN_1718331,9.39e-01,-0.00542615,149999366,MMP16,matrix metallopeptidase 16
ILMN_2354269,9.39e-01,0.00449089,574282554,ZC2HC1C,zinc finger C2HC-type containing 1C
ILMN_1655011,9.39e-01,-0.00942989,296010884,SERF1B,small EDRK-rich factor 1B
ILMN_1803994,9.39e-01,-0.00748459,156631002,RNF5,ring finger protein 5
ILMN_1766643,9.39e-01,0.00894672,224451020,HOPX,HOP homeobox
ILMN_1795442,9.39e-01,-0.0058237,380503848,LAMA4,laminin subunit alpha 4
ILMN_1719848,9.39e-01,0.00574219,92373421,OR3A2,olfactory receptor family 3 subfamily A member 2
ILMN_2169966,9.39e-01,0.00614732,296040512,TM4SF18,transmembrane 4 L six family member 18
ILMN_1732566,9.39e-01,-0.00537867,224809431,TMTC3,transmembrane and tetratricopeptide repeat containing 3
ILMN_2250923,9.39e-01,-0.01942114,348605215,FOXP1,forkhead box P1
ILMN_1813025,9.39e-01,-0.00554788,NA,,
ILMN_1769783,9.39e-01,-0.00675629,209180414,ZDHHC2,zinc finger DHHC-type containing 2
ILMN_1773517,9.39e-01,-0.00510105,NA,,
ILMN_1668771,9.39e-01,-0.01239841,NA,,
ILMN_1661875,9.39e-01,0.00795207,325053664,ANK3,ankyrin 3, node of Ranvier (ankyrin G)
ILMN_3259973,9.39e-01,0.00534083,NA,,
ILMN_3229781,9.39e-01,0.00469193,NA,,
ILMN_2376502,9.40e-01,0.00568345,216548548,RHOBTB1,Rho related BTB domain containing 1
ILMN_2266762,9.40e-01,-0.00610416,116089288,ZNF436,zinc finger protein 436
ILMN_1812898,9.40e-01,-0.00633417,154800448,ZNF132,zinc finger protein 132
ILMN_1889624,9.40e-01,-0.00545889,34192103,LOC101929261,uncharacterized LOC101929261
ILMN_2150402,9.40e-01,-0.00777903,223555957,TMEM64,transmembrane protein 64
ILMN_3211963,9.40e-01,-0.0055541,NA,,
ILMN_1690354,9.40e-01,-0.0053455,NA,,
ILMN_1839422,9.40e-01,-0.00601412,525342467,JRK,Jrk helix-turn-helix protein
ILMN_3235013,9.40e-01,-0.01195593,NA,,
ILMN_1709360,9.40e-01,-0.00760854,NA,,
ILMN_3294066,9.40e-01,0.00645929,NA,,
ILMN_1697729,9.40e-01,0.00546646,90577186,MAP2K6,mitogen-activated protein kinase kinase 6
ILMN_1684084,9.40e-01,-0.0064243,NA,,
ILMN_1791306,9.40e-01,0.00742275,379317010,IDNK,IDNK, gluconokinase
ILMN_1723935,9.40e-01,0.00751179,NA,,
ILMN_1655940,9.40e-01,0.00645603,NA,,
ILMN_2117323,9.40e-01,0.00801652,194097346,PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
ILMN_3264066,9.40e-01,-0.00547676,NA,,
ILMN_2405797,9.40e-01,-0.00527034,125625321,REPS2,RALBP1 associated Eps domain containing 2
ILMN_3248049,9.40e-01,0.00472143,NA,,
ILMN_1676721,9.40e-01,-0.00493538,163644284,NF2,neurofibromin 2
ILMN_3251901,9.40e-01,-0.00502895,NA,,
ILMN_3224999,9.40e-01,-0.01045752,NA,,
ILMN_2406299,9.40e-01,0.00380586,586798178,SEMA3B,semaphorin 3B
ILMN_3199499,9.40e-01,0.00518158,NA,,
ILMN_1773505,9.40e-01,-0.00737682,196115190,USP4,ubiquitin specific peptidase 4
ILMN_1738299,9.40e-01,-0.00650446,NA,,
ILMN_3233930,9.40e-01,-0.01304478,NA,,
ILMN_1755952,9.40e-01,0.00554504,NA,,
ILMN_3183213,9.40e-01,-0.00445976,223634003,LINC00473,long intergenic non-protein coding RNA 473
ILMN_2059689,9.40e-01,-0.00526979,1046754214,TMEM54,transmembrane protein 54
ILMN_1761875,9.40e-01,0.00517764,48762710,SH3BGR,SH3 domain binding glutamate rich protein
ILMN_2400322,9.40e-01,0.00529571,51702239,DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3
ILMN_1677301,9.40e-01,0.00600127,NA,,
ILMN_2092850,9.40e-01,0.01328665,315360641,HPSE,heparanase
ILMN_1910948,9.40e-01,0.00607286,31874175,LOC101928433,uncharacterized LOC101928433
ILMN_1750798,9.40e-01,-0.00534012,32455232,LAD1,ladinin 1
ILMN_1694382,9.40e-01,-0.00596385,NA,,
ILMN_1655241,9.40e-01,-0.00496078,18543374,PURG,purine rich element binding protein G
ILMN_1791138,9.40e-01,-0.00544483,157738693,HCAR3,hydroxycarboxylic acid receptor 3
ILMN_3283032,9.40e-01,-0.00666945,NA,,
ILMN_2370588,9.40e-01,-0.00623595,88501739,TRIOBP,TRIO and F-actin binding protein
ILMN_2052790,9.41e-01,0.00558322,224028242,NONO,non-POU domain containing, octamer-binding
ILMN_1653282,9.41e-01,0.00473618,57242769,LCE2A,late cornified envelope 2A
ILMN_1677137,9.41e-01,-0.0048981,256574757,ARHGAP40,Rho GTPase activating protein 40
ILMN_3310780,9.41e-01,0.00500511,262206006,MIR602,microRNA 602
ILMN_3310543,9.41e-01,-0.00696401,269847316,MIR1258,microRNA 1258
ILMN_1770102,9.41e-01,-0.00526338,532164740,MAGIX,MAGI family member, X-linked
ILMN_1728496,9.41e-01,-0.00482985,284172521,SYT9,synaptotagmin 9
ILMN_1888015,9.41e-01,-0.00581305,4439891,,
ILMN_1770725,9.41e-01,0.00488119,297374816,AIF1L,allograft inflammatory factor 1 like
ILMN_1813270,9.41e-01,0.0074195,38201716,ELF5,E74 like ETS transcription factor 5
ILMN_3202353,9.41e-01,-0.00503445,300360491,LOC100131257,zinc finger protein 655 pseudogene
ILMN_1755775,9.41e-01,0.00656693,51230655,OR8I2,olfactory receptor family 8 subfamily I member 2
ILMN_3310005,9.41e-01,-0.00541776,262206051,MIR876,microRNA 876
ILMN_1747741,9.41e-01,-0.00547736,NA,,
ILMN_1716435,9.41e-01,-0.00571696,557357708,ATF7IP,activating transcription factor 7 interacting protein
ILMN_1709708,9.41e-01,0.00592772,444299644,LCE2C,late cornified envelope 2C
ILMN_1654594,9.41e-01,-0.00484293,110611905,SLC34A2,solute carrier family 34 member 2
ILMN_1681805,9.41e-01,-0.00455287,194272159,ZIC3,Zic family member 3
ILMN_1688814,9.41e-01,0.00649533,305682590,SERPINB6,serpin family B member 6
ILMN_1755281,9.41e-01,-0.00510342,219281826,FBXO15,F-box protein 15
ILMN_1687247,9.41e-01,0.01957419,385648251,SPATA20,spermatogenesis associated 20
ILMN_1653286,9.41e-01,0.00679137,NA,,
ILMN_1778111,9.41e-01,-0.01375591,NA,,
ILMN_1893960,9.41e-01,0.00597764,27829217,,
ILMN_3291578,9.41e-01,0.00567448,302393556,LINC01405,long intergenic non-protein coding RNA 1405
ILMN_3246630,9.41e-01,0.00566125,NA,,
ILMN_2224333,9.41e-01,0.00537897,NA,,
ILMN_1719677,9.41e-01,-0.00506488,134142063,MOB3C,MOB kinase activator 3C
ILMN_1783161,9.41e-01,0.00581926,568397033,DAB2IP,DAB2 interacting protein
ILMN_1764769,9.41e-01,0.00664935,47498550,VWA5A,von Willebrand factor A domain containing 5A
ILMN_1744235,9.41e-01,-0.00660221,209969833,FAM209A,family with sequence similarity 209 member A
ILMN_1866856,9.41e-01,-0.00600481,5340782,,
ILMN_1898518,9.41e-01,-0.0058825,34368136,GFRA1,GDNF family receptor alpha 1
ILMN_1779882,9.42e-01,-0.0058987,613410202,SOWAHA,sosondowah ankyrin repeat domain family member A
ILMN_3204679,9.42e-01,-0.00486407,NA,,
ILMN_1703079,9.42e-01,0.00486438,312222766,NFS1,NFS1 cysteine desulfurase
ILMN_3239955,9.42e-01,0.00476855,209413770,GNAS-AS1,GNAS antisense RNA 1
ILMN_1671642,9.42e-01,-0.00694049,269846833,CSNK1A1L,casein kinase 1 alpha 1 like
ILMN_1823468,9.42e-01,0.0069082,13048527,,
ILMN_1776818,9.42e-01,-0.00577518,NA,,
ILMN_1673983,9.42e-01,-0.00635973,NA,,
ILMN_1701204,9.42e-01,-0.00561041,619328974,VEGFC,vascular endothelial growth factor C
ILMN_1719998,9.42e-01,-0.00818846,187936957,UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
ILMN_1662523,9.42e-01,-0.00498518,726965399,C3,complement component 3
ILMN_1671226,9.42e-01,-0.00584254,NA,,
ILMN_2412336,9.42e-01,-0.00698869,359751395,AKR1C2,aldo-keto reductase family 1, member C2
ILMN_2101339,9.42e-01,-0.00470069,589908364,OR11A1,olfactory receptor family 11 subfamily A member 1
ILMN_1731556,9.42e-01,-0.005311,NA,,
ILMN_2355462,9.42e-01,-0.01322064,74271906,CYFIP1,cytoplasmic FMR1 interacting protein 1
ILMN_3241715,9.42e-01,-0.00500167,NA,,
ILMN_3282764,9.42e-01,-0.00506353,223972620,LOC152225,uncharacterized LOC152225
ILMN_3187903,9.42e-01,-0.00556318,NA,,
ILMN_2278335,9.42e-01,-0.00486116,291291011,AKR1B15,aldo-keto reductase family 1 member B15
ILMN_1671403,9.42e-01,-0.00503546,14196450,PCDHGA11,protocadherin gamma subfamily A, 11
ILMN_1777170,9.42e-01,-0.00419087,157837998,FAM183A,family with sequence similarity 183 member A
ILMN_3308365,9.42e-01,-0.00509763,262205165,MIR489,microRNA 489
ILMN_1788040,9.42e-01,-0.00529991,84875534,ZPBP2,zona pellucida binding protein 2
ILMN_2050200,9.42e-01,-0.00495936,NA,,
ILMN_2298051,9.42e-01,-0.00495009,NA,,
ILMN_3242288,9.42e-01,0.04830956,NA,,
ILMN_3251260,9.42e-01,-0.0054321,119220561,CYP4F3,cytochrome P450 family 4 subfamily F member 3
ILMN_1758025,9.42e-01,-0.00660493,NA,,
ILMN_1853280,9.42e-01,-0.00815084,82164028,,
ILMN_1713320,9.42e-01,-0.00600385,NA,,
ILMN_1776846,9.42e-01,0.00555171,284055262,OR52B4,olfactory receptor family 52 subfamily B member 4 (gene/pseudogene)
ILMN_1907268,9.42e-01,-0.0056445,28315345,,
ILMN_1679184,9.42e-01,0.00764936,156104900,ANKRD20A1,ankyrin repeat domain 20 family member A1
ILMN_1807913,9.42e-01,0.00727508,158634471,ART1,ADP-ribosyltransferase 1
ILMN_3241382,9.42e-01,-0.00498658,NA,,
ILMN_3214761,9.42e-01,-0.00509458,NA,,
ILMN_1673522,9.42e-01,0.00488768,157388922,MOCOS,molybdenum cofactor sulfurase
ILMN_1752562,9.42e-01,0.00895898,493799665,CXCL5,C-X-C motif chemokine ligand 5
ILMN_1784094,9.42e-01,-0.00592524,289547572,PRDM16,PR/SET domain 16
ILMN_2150095,9.42e-01,0.00811555,214831648,CES1P1,carboxylesterase 1 pseudogene 1
ILMN_2320336,9.42e-01,-0.00911643,194097434,CLK3,CDC like kinase 3
ILMN_1746533,9.42e-01,0.0043244,641386943,CDC27,cell division cycle 27
ILMN_1672382,9.42e-01,0.00521294,586597917,SLC38A3,solute carrier family 38 member 3
ILMN_1723335,9.42e-01,0.00565605,NA,,
ILMN_1768107,9.42e-01,-0.00518432,NA,,
ILMN_1884015,9.42e-01,-0.00531134,16179735,,
ILMN_1884195,9.42e-01,0.00581396,NA,,
ILMN_2374115,9.42e-01,-0.00500628,109389356,TFAP2A,transcription factor AP-2 alpha
ILMN_1657144,9.42e-01,0.00747121,874507483,IBA57,IBA57 homolog, iron-sulfur cluster assembly
ILMN_3246484,9.42e-01,0.00502705,213417754,TUSC7,tumor suppressor candidate 7 (non-protein coding)
ILMN_1702899,9.42e-01,-0.00444161,239047794,PLEKHA7,pleckstrin homology domain containing A7
ILMN_1657128,9.42e-01,-0.00513091,303304993,PTPRU,protein tyrosine phosphatase, receptor type U
ILMN_2312498,9.42e-01,-0.00566124,992319655,SEMG1,semenogelin I
ILMN_2234956,9.42e-01,-0.00729832,310923185,LEPR,leptin receptor
ILMN_2278518,9.42e-01,0.00596534,46447822,NFATC2IP,nuclear factor of activated T-cells 2 interacting protein
ILMN_3251346,9.42e-01,0.00467058,633257760,NOX4,NADPH oxidase 4
ILMN_2167729,9.42e-01,-0.00447956,1016470374,ZNF391,zinc finger protein 391
ILMN_1683863,9.42e-01,0.00623854,NA,,
ILMN_3304028,9.42e-01,0.00536411,NA,,
ILMN_2284327,9.42e-01,-0.00725273,254553328,DCAF11,DDB1 and CUL4 associated factor 11
ILMN_1778801,9.42e-01,0.00449396,NA,,
ILMN_2379675,9.42e-01,0.00550766,341823662,PDE7A,phosphodiesterase 7A
ILMN_1659761,9.43e-01,-0.00802996,NA,,
ILMN_1806487,9.43e-01,-0.00532488,115583656,FAM109B,family with sequence similarity 109 member B
ILMN_1853693,9.43e-01,-0.00544601,3757046,,
ILMN_1847027,9.43e-01,-0.00625343,27836342,,
ILMN_1689601,9.43e-01,-0.00719469,NA,,
ILMN_1835210,9.43e-01,0.00669391,NA,,
ILMN_1659857,9.43e-01,-0.00925083,208973263,SNAP29,synaptosome associated protein 29
ILMN_3281023,9.43e-01,-0.00692077,NA,,
ILMN_1656330,9.43e-01,-0.00535533,63054823,CCKAR,cholecystokinin A receptor
ILMN_2147920,9.43e-01,0.00773373,209862770,BRD7P3,bromodomain containing 7 pseudogene 3
ILMN_3258781,9.43e-01,-0.00543381,NA,,
ILMN_1798210,9.43e-01,0.00629551,145580625,E2F7,E2F transcription factor 7
ILMN_1713321,9.43e-01,0.00383462,145301634,CYP20A1,cytochrome P450 family 20 subfamily A member 1
ILMN_1709717,9.43e-01,0.00545888,288541296,LRRC15,leucine rich repeat containing 15
ILMN_1778929,9.43e-01,-0.00568663,NA,,
ILMN_1657472,9.43e-01,-0.00636701,749502360,POLR2J4,RNA polymerase II subunit J4, pseudogene
ILMN_1710684,9.43e-01,0.00538719,305682559,MIPOL1,mirror-image polydactyly 1
ILMN_1663065,9.43e-01,0.00586902,NA,,
ILMN_1815326,9.43e-01,0.00615304,219689134,CCDC68,coiled-coil domain containing 68
ILMN_3252785,9.43e-01,0.00577705,NA,,
ILMN_1764803,9.43e-01,-0.00813128,109948303,SMU1,DNA replication regulator and spliceosomal factor
ILMN_1651354,9.43e-01,0.0062142,38146097,SPP1,secreted phosphoprotein 1
ILMN_1682937,9.43e-01,-0.00506701,339276003,RSPO1,R-spondin 1
ILMN_1913991,9.43e-01,-0.0066389,23297107,,
ILMN_1807169,9.43e-01,0.00530389,210147465,TINAGL1,tubulointerstitial nephritis antigen like 1
ILMN_2279484,9.43e-01,0.00537724,110349743,C2orf88,chromosome 2 open reading frame 88
ILMN_2405254,9.43e-01,-0.00514343,334883157,GRB7,growth factor receptor bound protein 7
ILMN_2171102,9.43e-01,0.00634135,224028281,MSL2,male-specific lethal 2 homolog (Drosophila)
ILMN_2156965,9.43e-01,-0.00545884,224591405,SH2D4B,SH2 domain containing 4B
ILMN_1791500,9.43e-01,-0.00399327,NA,,
ILMN_1897091,9.43e-01,0.00639579,19029346,,
ILMN_1839962,9.43e-01,0.00577643,NA,,
ILMN_3310060,9.43e-01,-0.00476241,262206038,MIR541,microRNA 541
ILMN_2296101,9.43e-01,0.0041471,594140693,PCDHA9,protocadherin alpha 9
ILMN_3253787,9.43e-01,-0.01148931,NA,,
ILMN_1724863,9.43e-01,-0.01258786,371875636,TICAM1,toll like receptor adaptor molecule 1
ILMN_1651604,9.43e-01,0.00674648,315467850,MARK4,microtubule affinity regulating kinase 4
ILMN_1765532,9.43e-01,0.0074401,67906819,NELFE,negative elongation factor complex member E
ILMN_1784005,9.43e-01,0.00534413,NA,,
ILMN_1766650,9.43e-01,0.00486509,385298683,FOXA1,forkhead box A1
ILMN_1781658,9.43e-01,0.00519115,588480513,SHANK2,SH3 and multiple ankyrin repeat domains 2
ILMN_3247573,9.43e-01,0.00545101,NA,,
ILMN_1698159,9.43e-01,0.00528309,338797774,ANKRD6,ankyrin repeat domain 6
ILMN_1794505,9.43e-01,0.00702068,5453639,SHFM1,split hand/foot malformation (ectrodactyly) type 1
ILMN_3246123,9.43e-01,0.0065454,221307606,RGPD3,RANBP2-like and GRIP domain containing 3
ILMN_1802629,9.43e-01,0.0063423,NA,,
ILMN_1859843,9.43e-01,0.00605931,6703754,,
ILMN_3200739,9.43e-01,-0.00540117,NA,,
ILMN_1731525,9.43e-01,0.00505696,54607054,GJB3,gap junction protein beta 3
ILMN_1863647,9.43e-01,-0.00617066,34190411,,
ILMN_1914143,9.43e-01,0.0051351,19736930,,
ILMN_1698753,9.43e-01,0.00538097,124107613,PRDM13,PR/SET domain 13
ILMN_2311835,9.43e-01,-0.0048665,373838742,CACNA1G,calcium voltage-gated channel subunit alpha1 G
ILMN_2240457,9.43e-01,0.00528263,385298699,HPCAL1,hippocalcin like 1
ILMN_1804255,9.43e-01,-0.00763227,110349783,ADRB1,adrenoceptor beta 1
ILMN_3235467,9.44e-01,-0.00521901,NA,,
ILMN_3305871,9.44e-01,0.00532055,NA,,
ILMN_1894053,9.44e-01,-0.00561327,24037294,,
ILMN_3289699,9.44e-01,0.00456726,NA,,
ILMN_1770795,9.44e-01,-0.00470472,NA,,
ILMN_1674967,9.44e-01,-0.00578058,188528614,TSGA10,testis specific 10
ILMN_1674163,9.44e-01,-0.00478317,523498697,DDX42,DEAD-box helicase 42
ILMN_1724474,9.44e-01,0.01022415,62953111,CARD16,caspase recruitment domain family member 16
ILMN_2115453,9.44e-01,0.00679319,NA,,
ILMN_2276397,9.44e-01,0.00833966,NA,,
ILMN_3278453,9.44e-01,-0.00426921,NA,,
ILMN_1739812,9.44e-01,-0.00492603,938403408,PRKCG,protein kinase C gamma
ILMN_1770442,9.44e-01,0.00581272,50054462,OR52N1,olfactory receptor family 52 subfamily N member 1
ILMN_1770030,9.44e-01,-0.00837997,744066816,C7orf43,chromosome 7 open reading frame 43
ILMN_1782403,9.44e-01,0.00584322,302191685,PRR11,proline rich 11
ILMN_3262413,9.44e-01,-0.0060183,NA,,
ILMN_1743870,9.44e-01,0.00583118,429535820,KIF27,kinesin family member 27
ILMN_1880223,9.44e-01,0.00511947,21734314,,
ILMN_2166582,9.44e-01,0.0055473,1020738697,CAMK4,calcium/calmodulin dependent protein kinase IV
ILMN_1678828,9.44e-01,0.00519904,31791011,KRTAP22-1,keratin associated protein 22-1
ILMN_2323774,9.44e-01,-0.00686675,NA,,
ILMN_2358074,9.44e-01,0.00543688,62243368,MAD1L1,MAD1 mitotic arrest deficient like 1
ILMN_1831563,9.44e-01,0.0122333,5433022,LOC101928150,uncharacterized LOC101928150
ILMN_1762181,9.44e-01,0.00523087,51873046,GRK4,G protein-coupled receptor kinase 4
ILMN_1745068,9.44e-01,-0.00481805,557878645,GRTP1,growth hormone regulated TBC protein 1
ILMN_3297582,9.44e-01,-0.00622459,NA,,
ILMN_3239937,9.44e-01,0.00518034,239735498,NUDT16P1,nudix hydrolase 16 pseudogene 1
ILMN_3274014,9.44e-01,0.00587295,NA,,
ILMN_1794767,9.44e-01,-0.00567598,284005438,OR52N5,olfactory receptor family 52 subfamily N member 5
ILMN_3287899,9.44e-01,-0.00472915,NA,,
ILMN_1671619,9.44e-01,-0.00499168,70608169,HMX2,H6 family homeobox 2
ILMN_1685584,9.44e-01,-0.00468995,NA,,
ILMN_3227210,9.44e-01,0.00428776,NA,,
ILMN_1785413,9.44e-01,-0.00576215,612339336,ATP2C2,ATPase secretory pathway Ca2+ transporting 2
ILMN_2063254,9.44e-01,0.00420447,118918416,TSPY2,testis specific protein, Y-linked 2
ILMN_2370296,9.44e-01,-0.00490528,56549692,ENAH,enabled homolog (Drosophila)
ILMN_1685044,9.44e-01,0.00475077,197313687,MTUS1,microtubule associated tumor suppressor 1
ILMN_3305074,9.44e-01,-0.00490705,NA,,
ILMN_1797391,9.44e-01,0.00497423,90669131,SLC22A7,solute carrier family 22 member 7
ILMN_1768754,9.44e-01,0.01473262,NA,,
ILMN_1663963,9.44e-01,0.00479347,358438298,DAG1,dystroglycan 1
ILMN_1893523,9.44e-01,-0.005043,27880619,,
ILMN_3255269,9.44e-01,-0.0070299,NA,,
ILMN_1675808,9.44e-01,-0.00507795,56606113,TCHHL1,trichohyalin like 1
ILMN_1879880,9.44e-01,0.00431905,27844499,,
ILMN_1735679,9.45e-01,-0.01020169,41406095,DHX38,DEAH-box helicase 38
ILMN_1891229,9.45e-01,0.00526462,NA,,
ILMN_2201768,9.45e-01,-0.00518506,253683415,KRT40,keratin 40
ILMN_1721028,9.45e-01,-0.00551665,NA,,
ILMN_3190632,9.45e-01,-0.00429995,NA,,
ILMN_1658060,9.45e-01,0.00570664,50083282,FAM224B,family with sequence similarity 224 member B (non-protein coding)
ILMN_1748235,9.45e-01,0.00597397,NA,,
ILMN_3245390,9.45e-01,-0.00562749,NA,,
ILMN_3279219,9.45e-01,-0.00858427,NA,,
ILMN_1783220,9.45e-01,0.00459774,NA,,
ILMN_1732226,9.45e-01,0.00841478,NA,,
ILMN_3211739,9.45e-01,-0.00416851,NA,,
ILMN_1669621,9.45e-01,-0.00414576,154090996,CCDC13,coiled-coil domain containing 13
ILMN_2387452,9.45e-01,-0.00430402,322812160,MBD2,methyl-CpG binding domain protein 2
ILMN_1896051,9.45e-01,-0.00470578,27879971,,
ILMN_1710710,9.45e-01,0.00607477,89353286,DEDD,death effector domain containing
ILMN_1804908,9.45e-01,0.00669171,NA,,
ILMN_1658602,9.45e-01,0.00587979,1013369521,ASAH2B,N-acylsphingosine amidohydrolase 2B
ILMN_1668432,9.45e-01,-0.00497987,190570154,IMPACT,impact RWD domain protein
ILMN_1751689,9.45e-01,0.00513004,37622909,CHRM1,cholinergic receptor muscarinic 1
ILMN_1716089,9.45e-01,0.00469121,258613874,KANK2,KN motif and ankyrin repeat domains 2
ILMN_1681927,9.45e-01,0.00659133,619329002,HDGFRP2,hepatoma-derived growth factor-related protein 2
ILMN_2233319,9.45e-01,-0.00424681,608601809,SPANXA1,sperm protein associated with the nucleus, X-linked, family member A1
ILMN_3245531,9.45e-01,0.00519339,NA,,
ILMN_2162564,9.45e-01,0.00468305,211938425,DYNLT3,dynein light chain Tctex-type 3
ILMN_3178050,9.45e-01,-0.00521005,343478196,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1
ILMN_3244358,9.45e-01,0.00479834,213417729,MYT1L-AS1,MYT1L antisense RNA 1
ILMN_1756960,9.45e-01,-0.00614833,NA,,
ILMN_1720928,9.45e-01,-0.00388968,NA,,
ILMN_2060086,9.45e-01,-0.0056682,498917047,ADAM23,ADAM metallopeptidase domain 23
ILMN_1729749,9.45e-01,0.03136877,380420368,HERC5,HECT and RLD domain containing E3 ubiquitin protein ligase 5
ILMN_2359453,9.45e-01,-0.00864291,38327614,ERGIC3,ERGIC and golgi 3
ILMN_1778756,9.45e-01,0.00555004,341823664,SULT1A1,sulfotransferase family 1A member 1
ILMN_1740450,9.45e-01,-0.0043754,338221668,DLGAP1,DLG associated protein 1
ILMN_1762995,9.45e-01,0.00567508,NA,,
ILMN_3248406,9.45e-01,-0.00669865,NA,,
ILMN_1669826,9.45e-01,-0.00447216,530339648,NCAPG2,non-SMC condensin II complex subunit G2
ILMN_1699071,9.45e-01,0.03099336,557786196,MAP3K7CL,MAP3K7 C-terminal like
ILMN_1719531,9.45e-01,-0.00540904,145312250,EPHA6,EPH receptor A6
ILMN_1692361,9.46e-01,0.00512817,NA,,
ILMN_3247514,9.46e-01,-0.0051236,NA,,
ILMN_1683107,9.46e-01,0.0050327,148226484,CACNB2,calcium voltage-gated channel auxiliary subunit beta 2
ILMN_2205767,9.46e-01,0.00506595,188497720,CTXN3,cortexin 3
ILMN_1702221,9.46e-01,0.00500273,528078337,MCM8,minichromosome maintenance 8 homologous recombination repair factor
ILMN_1809730,9.46e-01,0.00461864,299758433,RXRG,retinoid X receptor gamma
ILMN_2222065,9.46e-01,0.00596617,4503824,FZD1,frizzled class receptor 1
ILMN_1733382,9.46e-01,0.00492961,NA,,
ILMN_1792592,9.46e-01,0.00461145,213688384,BCRP3,breakpoint cluster region pseudogene 3
ILMN_3187231,9.46e-01,0.00560079,NA,,
ILMN_1778134,9.46e-01,-0.00612221,170650704,TBRG1,transforming growth factor beta regulator 1
ILMN_2378081,9.46e-01,0.00535101,733216486,BCL7A,BCL tumor suppressor 7A
ILMN_3238928,9.46e-01,-0.00445857,NA,,
ILMN_1797804,9.46e-01,-0.0046487,333440462,BACE1,beta-secretase 1
ILMN_1756443,9.46e-01,0.00494203,315075273,INHA,inhibin alpha subunit
ILMN_1785114,9.46e-01,0.00833212,261878491,MAGEB3,MAGE family member B3
